transaction_id,customer_id,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount,date
9887,589,15,1,2.94,Credit Card,Online,,0,0,26/12/2023 16:49
7959,163,15,1,5.31,Credit Card,Online,,0,0,26/12/2023 11:00
7115,604,15,1,4.59,Credit Card,Online,,0,0,26/12/2023 13:04
8569,363,15,1,3.52,Credit Card,Online,,0,0,27/12/2023 12:48
959,184,15,1,5.05,Credit Card,Online,,0,0,28/12/2023 10:18
3127,644,15,1,5.22,Credit Card,Online,,0,0,29/12/2023 14:26
1547,457,15,1,2.71,Credit Card,Online,,0,0,31/12/2023 15:30
1729,324,15,1,5.82,Credit Card,Online,,0,0,31/12/2023 16:14
94,378,15,1,6.51,Credit Card,Online,,0,0,31/12/2023 10:22
1240,385,15,1,3.36,Credit Card,Online,,0,0,31/12/2023 13:01
6210,106,15,1,1.76,Credit Card,Online,,0,0,01/01/2024 13:09
9564,666,15,1,2.15,Credit Card,Online,,0,0,01/01/2024 13:09
1023,706,15,1,2.55,Credit Card,Online,,0,0,01/01/2024 10:34
3295,181,15,1,6.12,Credit Card,Online,,0,0,02/01/2024 11:27
1184,278,15,1,5.49,Credit Card,Online,,0,0,02/01/2024 16:20
7751,306,15,1,4.17,Credit Card,Online,,0,0,03/01/2024 10:07
4691,125,15,1,5.09,Credit Card,Online,,0,0,04/01/2024 16:02
9706,321,15,1,5.57,Credit Card,Online,,0,0,05/01/2024 10:18
4551,204,15,1,4.65,Credit Card,Online,,0,0,05/01/2024 15:26
2543,492,15,1,5.15,Credit Card,Online,,0,0,07/01/2024 12:17
9029,424,15,1,5.58,Credit Card,Online,,0,0,07/01/2024 9:56
6067,510,15,1,4.32,Credit Card,Online,,0,0,07/01/2024 11:08
1632,712,15,1,2.79,Credit Card,Online,,0,0,08/01/2024 13:45
2494,513,15,1,4.99,Credit Card,Online,,0,0,08/01/2024 9:01
1768,488,15,1,7.4,Credit Card,Online,,0,0,08/01/2024 10:37
10603,669,15,1,3.21,Credit Card,Online,,0,0,08/01/2024 13:38
1375,249,15,1,4.51,Credit Card,Online,,0,0,10/01/2024 12:45
3721,631,15,1,2.37,Credit Card,Online,,0,0,10/01/2024 16:57
9463,171,15,1,4.4,Credit Card,Online,,0,0,10/01/2024 11:37
231,130,15,1,6.3,Credit Card,Online,,0,0,11/01/2024 12:07
5669,592,15,1,3.48,Credit Card,Online,,0,0,11/01/2024 9:44
10190,464,15,1,2.01,Credit Card,Online,,0,0,12/01/2024 13:01
3109,714,15,1,4.52,Credit Card,Online,,0,0,15/01/2024 16:54
9022,560,15,1,2.98,Credit Card,Online,,0,0,16/01/2024 14:04
7699,153,15,1,2.44,Credit Card,Online,,0,0,16/01/2024 15:14
1409,509,15,1,5.01,Credit Card,Online,,0,0,16/01/2024 11:29
3390,304,15,1,5.46,Credit Card,Online,,0,0,19/01/2024 13:48
5741,149,15,1,6.62,Credit Card,Online,,0,0,22/01/2024 16:21
6720,294,15,1,4.3,Credit Card,Online,,0,0,22/01/2024 11:30
381,155,15,1,3.39,Credit Card,Online,,0,0,24/01/2024 10:59
7494,589,15,1,3.86,Credit Card,Online,,0,0,24/01/2024 16:25
512,536,15,1,5.25,Credit Card,Online,,0,0,26/01/2024 11:58
4658,572,15,1,4.12,Credit Card,Online,,0,0,26/01/2024 15:28
9795,202,15,1,6,Credit Card,Online,,0,0,26/01/2024 9:32
9948,187,15,1,4.82,Credit Card,Online,,0,0,27/01/2024 13:49
1921,288,15,1,3.31,Credit Card,Online,,0,0,27/01/2024 9:02
10630,383,15,1,4.22,Credit Card,Online,,0,0,29/01/2024 14:59
5441,365,15,1,4.2,Credit Card,Online,,0,0,29/01/2024 14:17
1008,239,15,1,1.78,Credit Card,Online,,0,0,30/01/2024 11:31
10735,484,15,1,8.93,Credit Card,Online,,0,0,30/01/2024 9:06
7278,650,15,1,3.36,Credit Card,Online,,0,0,31/01/2024 16:36
7260,272,15,1,2.46,Credit Card,Online,,0,0,31/01/2024 9:39
7637,455,15,1,9.25,Credit Card,Online,,0,0,01/02/2024 15:06
7517,261,15,1,4.24,Credit Card,Online,,0,0,01/02/2024 9:47
3085,377,15,1,2.35,Credit Card,Online,,0,0,01/02/2024 11:06
1738,189,15,1,8.32,Credit Card,Online,,0,0,02/02/2024 9:48
8752,510,15,1,5.47,Credit Card,Online,,0,0,02/02/2024 10:55
4989,332,15,1,2.56,Credit Card,Online,,0,0,02/02/2024 9:04
9059,537,15,1,4.11,Credit Card,Online,,0,0,04/02/2024 12:31
5872,274,15,1,7.04,Credit Card,Online,,0,0,05/02/2024 16:26
10889,387,15,1,7.51,Credit Card,Online,,0,0,06/02/2024 13:53
2496,293,15,1,2.79,Credit Card,Online,,0,0,07/02/2024 14:08
4189,267,15,1,4.42,Credit Card,Online,,0,0,07/02/2024 13:26
7514,428,15,1,6.44,Credit Card,Online,,0,0,07/02/2024 11:32
4166,134,15,1,5.34,Credit Card,Online,,0,0,08/02/2024 15:02
9390,215,15,1,4.23,Credit Card,Online,,0,0,08/02/2024 14:54
684,458,15,1,3.43,Credit Card,Online,,0,0,09/02/2024 15:37
2054,352,15,1,2.53,Credit Card,Online,,0,0,09/02/2024 16:06
3241,621,15,1,4.55,Credit Card,Online,,0,0,10/02/2024 14:15
9265,392,15,1,5.12,Credit Card,Online,,0,0,10/02/2024 9:57
5917,359,15,1,5.91,Credit Card,Online,,0,0,10/02/2024 9:21
5443,550,15,1,2.36,Credit Card,Online,,0,0,11/02/2024 9:47
9133,299,15,1,3.36,Credit Card,Online,,0,0,11/02/2024 15:37
239,540,15,1,6.17,Credit Card,Online,,0,0,12/02/2024 14:27
2636,216,15,1,3.78,Credit Card,Online,,0,0,12/02/2024 12:44
5140,589,15,1,3.96,Credit Card,Online,,0,0,13/02/2024 9:01
2827,633,15,1,3.12,Credit Card,Online,,0,0,14/02/2024 11:04
5154,696,15,1,3.07,Credit Card,Online,,0,0,16/02/2024 12:30
8845,481,15,1,2.87,Credit Card,Online,,0,0,16/02/2024 10:08
640,554,15,1,5.13,Credit Card,Online,,0,0,17/02/2024 10:49
2912,515,15,1,5.01,Credit Card,Online,,0,0,17/02/2024 15:10
5447,285,15,1,6.4,Credit Card,Online,,0,0,17/02/2024 13:48
1312,642,15,1,5.08,Credit Card,Online,,0,0,18/02/2024 10:51
4474,483,15,1,3.35,Credit Card,Online,,0,0,18/02/2024 9:26
6977,359,15,1,8.03,Credit Card,Online,,0,0,21/02/2024 16:16
5164,266,15,1,7.8,Credit Card,Online,,0,0,21/02/2024 11:17
1429,380,15,1,4.44,Credit Card,Online,,0,0,22/02/2024 13:06
7549,592,15,1,4.38,Credit Card,Online,,0,0,22/02/2024 14:29
4763,429,15,1,4.5,Credit Card,Online,,0,0,23/02/2024 11:43
4565,355,15,1,4.96,Credit Card,Online,,0,0,23/02/2024 10:12
2018,594,15,1,2.28,Credit Card,Online,,0,0,23/02/2024 11:46
10786,567,15,1,1.93,Credit Card,Online,,0,0,24/02/2024 10:34
2016,327,15,1,5.06,Credit Card,Online,,0,0,24/02/2024 12:44
347,111,15,1,2.13,Credit Card,Online,,0,0,26/02/2024 15:04
908,619,15,1,6.44,Credit Card,Online,,0,0,26/02/2024 11:17
1608,543,15,1,3.18,Credit Card,Online,,0,0,26/02/2024 15:52
1646,131,15,1,5.11,Credit Card,Online,,0,0,27/02/2024 12:22
4734,654,15,1,1.86,Credit Card,Online,,0,0,27/02/2024 15:42
3727,103,15,1,3.58,Credit Card,Online,,0,0,27/02/2024 10:01
9271,212,15,1,5.02,Credit Card,Online,,0,0,28/02/2024 11:13
5143,298,15,1,3.75,Credit Card,Online,,0,0,29/02/2024 10:11
7216,187,15,1,5.74,Credit Card,Online,,0,0,29/02/2024 12:53
3637,700,15,1,3.53,Credit Card,Online,,0,0,01/03/2024 16:51
2699,560,15,1,2.76,Credit Card,Online,,0,0,02/03/2024 15:12
2220,627,15,1,3.77,Credit Card,Online,,0,0,02/03/2024 9:01
7930,136,15,1,6.82,Credit Card,Online,,0,0,03/03/2024 12:18
9156,299,15,1,2.36,Credit Card,Online,,0,0,04/03/2024 13:03
10666,169,15,1,4.22,Credit Card,Online,,0,0,05/03/2024 13:06
3206,120,15,1,2.71,Credit Card,Online,,0,0,05/03/2024 13:36
7818,390,15,1,4.49,Credit Card,Online,,0,0,06/03/2024 9:56
4347,703,15,1,6.84,Credit Card,Online,,0,0,06/03/2024 16:13
8461,638,15,1,2.33,Credit Card,Online,,0,0,07/03/2024 14:00
9489,429,15,1,9.02,Credit Card,Online,,0,0,08/03/2024 12:37
212,329,15,1,3.34,Credit Card,Online,,0,0,08/03/2024 16:25
4183,164,15,1,4.01,Credit Card,Online,,0,0,09/03/2024 10:20
10009,306,15,1,3.95,Credit Card,Online,,0,0,10/03/2024 16:39
7242,251,15,1,2.28,Credit Card,Online,,0,0,11/03/2024 15:14
1957,566,15,1,4.08,Credit Card,Online,,0,0,11/03/2024 14:35
7862,545,15,1,1.98,Credit Card,Online,,0,0,12/03/2024 16:55
5130,619,15,1,5.15,Credit Card,Online,,0,0,12/03/2024 9:06
7229,552,15,1,3.85,Credit Card,Online,,0,0,12/03/2024 16:52
8589,697,15,1,9.19,Credit Card,Online,,0,0,12/03/2024 11:55
1066,188,15,1,6.31,Credit Card,Online,,0,0,13/03/2024 12:33
4096,454,15,1,3.81,Credit Card,Online,,0,0,13/03/2024 15:07
2269,322,15,1,3.16,Credit Card,Online,,0,0,14/03/2024 16:49
3129,152,15,1,3.22,Credit Card,Online,,0,0,14/03/2024 9:27
3612,633,15,1,5.03,Credit Card,Online,,0,0,14/03/2024 14:31
7488,291,15,1,5.62,Credit Card,Online,,0,0,16/03/2024 14:17
7850,438,15,1,5.14,Credit Card,Online,,0,0,16/03/2024 14:24
8751,511,15,1,8.56,Credit Card,Online,,0,0,17/03/2024 14:41
10157,719,15,1,5.28,Credit Card,Online,,0,0,17/03/2024 10:25
3343,374,15,1,3.47,Credit Card,Online,,0,0,17/03/2024 16:22
9392,513,15,1,5.51,Credit Card,Online,,0,0,17/03/2024 10:37
6293,198,15,1,3.69,Credit Card,Online,,0,0,18/03/2024 11:40
8257,164,15,1,4.44,Credit Card,Online,,0,0,18/03/2024 14:15
1797,583,15,1,4.2,Credit Card,Online,,0,0,19/03/2024 10:26
4846,641,15,1,5.1,Credit Card,Online,,0,0,19/03/2024 15:07
180,147,15,1,6.6,Credit Card,Online,,0,0,19/03/2024 13:53
4032,300,15,1,5.21,Credit Card,Online,,0,0,20/03/2024 13:19
2731,229,15,1,5.33,Credit Card,Online,,0,0,20/03/2024 14:53
9257,443,15,1,4.98,Credit Card,Online,,0,0,21/03/2024 9:49
10051,233,15,1,7.52,Credit Card,Online,,0,0,22/03/2024 14:21
8313,407,15,1,4.35,Credit Card,Online,,0,0,22/03/2024 11:10
4997,340,15,1,7.89,Credit Card,Online,,0,0,24/03/2024 9:52
4413,576,15,1,6.03,Credit Card,Online,,0,0,25/03/2024 10:25
5404,489,15,1,6.3,Credit Card,Online,,0,0,25/03/2024 11:44
4700,565,15,1,2.31,Credit Card,Online,,0,0,26/03/2024 9:53
1070,646,15,1,5.38,Credit Card,Online,,0,0,27/03/2024 15:54
9558,610,15,1,1.88,Credit Card,Online,,0,0,28/03/2024 14:39
2161,667,15,1,2.34,Credit Card,Online,,0,0,28/03/2024 16:07
2288,383,15,1,4.94,Credit Card,Online,,0,0,29/03/2024 9:53
8705,313,15,1,5.91,Credit Card,Online,,0,0,29/03/2024 10:47
8115,614,15,1,4.75,Credit Card,Online,,0,0,30/03/2024 13:54
10924,624,15,1,3.34,Credit Card,Online,,0,0,30/03/2024 11:37
10684,446,15,1,2.82,Credit Card,Online,,0,0,31/03/2024 11:05
7053,434,15,1,4.46,Credit Card,Online,,0,0,31/03/2024 9:58
7234,660,15,1,3.9,Credit Card,Online,,0,0,01/04/2024 13:12
2142,642,15,1,4.71,Credit Card,Online,,0,0,01/04/2024 13:35
7661,589,15,1,4.79,Credit Card,Online,,0,0,01/04/2024 15:02
6597,698,15,1,4.28,Credit Card,Online,,0,0,01/04/2024 12:23
689,561,15,1,8.77,Credit Card,Online,,0,0,02/04/2024 15:19
4329,301,15,1,3.92,Credit Card,Online,,0,0,02/04/2024 13:12
1346,310,15,1,3.63,Credit Card,Online,,0,0,03/04/2024 15:12
8477,349,15,1,3.3,Credit Card,Online,,0,0,03/04/2024 16:39
3461,479,15,1,3.81,Credit Card,Online,,0,0,04/04/2024 12:22
7813,550,15,1,6.11,Credit Card,Online,,0,0,06/04/2024 16:45
6714,329,15,1,4.76,Credit Card,Online,,0,0,06/04/2024 11:14
1428,248,15,1,5.81,Credit Card,Online,,0,0,06/04/2024 9:07
7075,509,15,1,3.31,Credit Card,Online,,0,0,08/04/2024 16:34
10619,673,15,1,3.41,Credit Card,Online,,0,0,09/04/2024 11:42
5489,280,15,1,3.66,Credit Card,Online,,0,0,09/04/2024 12:29
5758,183,15,1,4.15,Credit Card,Online,,0,0,09/04/2024 13:44
71,357,15,1,3.14,Credit Card,Online,,0,0,10/04/2024 10:31
7998,686,15,1,3.08,Credit Card,Online,,0,0,12/04/2024 12:13
746,584,15,1,2.25,Credit Card,Online,,0,0,12/04/2024 13:30
1461,316,15,1,8.53,Credit Card,Online,,0,0,12/04/2024 13:09
275,384,15,1,2.01,Credit Card,Online,,0,0,14/04/2024 11:54
9519,610,15,1,3.18,Credit Card,Online,,0,0,14/04/2024 10:47
5393,485,15,1,4.68,Credit Card,Online,,0,0,15/04/2024 15:38
5635,329,15,1,7.86,Credit Card,Online,,0,0,15/04/2024 16:33
8411,105,15,1,5.17,Credit Card,Online,,0,0,15/04/2024 10:48
241,571,15,1,3.72,Credit Card,Online,,0,0,15/04/2024 13:13
9568,286,15,1,8.18,Credit Card,Online,,0,0,16/04/2024 15:34
7932,713,15,1,3.24,Credit Card,Online,,0,0,16/04/2024 16:29
2319,124,15,1,7.12,Credit Card,Online,,0,0,17/04/2024 11:00
266,527,15,1,4.11,Credit Card,Online,,0,0,17/04/2024 13:05
1372,490,15,1,3.22,Credit Card,Online,,0,0,18/04/2024 9:41
9535,146,15,1,2.49,Credit Card,Online,,0,0,18/04/2024 12:10
1090,561,15,1,8.44,Credit Card,Online,,0,0,19/04/2024 12:16
10874,544,15,1,5.45,Credit Card,Online,,0,0,22/04/2024 15:31
4908,162,15,1,9.23,Credit Card,Online,,0,0,22/04/2024 16:18
4911,273,15,1,7.21,Credit Card,Online,,0,0,22/04/2024 9:35
5274,172,15,1,2.37,Credit Card,Online,,0,0,22/04/2024 14:56
5167,332,15,1,4.1,Credit Card,Online,,0,0,23/04/2024 9:34
2460,437,15,1,3.18,Credit Card,Online,,0,0,23/04/2024 11:07
10691,267,15,1,9.12,Credit Card,Online,,0,0,24/04/2024 9:06
2658,255,15,1,5.09,Credit Card,Online,,0,0,24/04/2024 12:43
4795,232,15,1,3.79,Credit Card,Online,,0,0,25/04/2024 16:18
7833,568,15,1,2.12,Credit Card,Online,,0,0,25/04/2024 16:04
10184,506,15,1,2.14,Credit Card,Online,,0,0,25/04/2024 14:27
1214,414,15,1,5.24,Credit Card,Online,,0,0,25/04/2024 14:00
7415,587,15,1,3.41,Credit Card,Online,,0,0,26/04/2024 13:48
462,477,15,1,6.03,Credit Card,Online,,0,0,26/04/2024 14:06
7162,577,15,1,4.11,Credit Card,Online,,0,0,26/04/2024 13:23
2162,291,15,1,8.37,Credit Card,Online,,0,0,26/04/2024 12:04
5502,212,15,1,4.96,Credit Card,Online,,0,0,27/04/2024 15:32
6258,195,15,1,7.97,Credit Card,Online,,0,0,28/04/2024 11:17
9357,416,15,1,3.16,Credit Card,Online,,0,0,28/04/2024 13:19
2070,356,15,1,1.94,Credit Card,Online,,0,0,28/04/2024 13:29
781,103,15,1,4,Credit Card,Online,,0,0,29/04/2024 15:20
1541,397,15,1,4.24,Credit Card,Online,,0,0,30/04/2024 14:34
6450,347,15,1,4.71,Credit Card,Online,,0,0,03/05/2024 10:11
6031,631,15,1,4.24,Credit Card,Online,,0,0,03/05/2024 16:44
2575,132,15,1,2.96,Credit Card,Online,,0,0,03/05/2024 10:18
1452,417,15,1,5.41,Credit Card,Online,,0,0,04/05/2024 13:32
2708,568,15,1,6.79,Credit Card,Online,,0,0,04/05/2024 11:50
5772,528,15,1,2.68,Credit Card,Online,,0,0,05/05/2024 12:17
7500,181,15,1,3.64,Credit Card,Online,,0,0,05/05/2024 13:47
10211,701,15,1,3.74,Credit Card,Online,,0,0,06/05/2024 13:40
3345,519,15,1,5.05,Credit Card,Online,,0,0,06/05/2024 14:05
2273,405,15,1,2.26,Credit Card,Online,,0,0,07/05/2024 10:26
8434,284,15,1,6.23,Credit Card,Online,,0,0,09/05/2024 12:58
10908,296,15,1,4.67,Credit Card,Online,,0,0,10/05/2024 10:08
10839,356,15,1,3.19,Credit Card,Online,,0,0,11/05/2024 16:17
3310,538,15,1,6.93,Credit Card,Online,,0,0,13/05/2024 10:59
7159,579,15,1,3.61,Credit Card,Online,,0,0,13/05/2024 13:39
7933,180,15,1,4.3,Credit Card,Online,,0,0,13/05/2024 9:34
1783,257,15,1,4.56,Credit Card,Online,,0,0,15/05/2024 9:06
6353,307,15,1,1.81,Credit Card,Online,,0,0,16/05/2024 11:03
9942,580,15,1,3.26,Credit Card,Online,,0,0,17/05/2024 10:46
9825,248,15,1,8.14,Credit Card,Online,,0,0,18/05/2024 9:51
758,144,15,1,8.57,Credit Card,Online,,0,0,20/05/2024 10:46
489,539,15,1,3.78,Credit Card,Online,,0,0,21/05/2024 12:36
9548,161,15,1,3.91,Credit Card,Online,,0,0,21/05/2024 11:08
5891,617,15,1,2.49,Credit Card,Online,,0,0,22/05/2024 12:00
4840,623,15,1,3.35,Credit Card,Online,,0,0,24/05/2024 15:08
1879,471,15,1,4.46,Credit Card,Online,,0,0,25/05/2024 13:23
7417,259,15,1,5.82,Credit Card,Online,,0,0,25/05/2024 10:13
9045,466,15,1,5.3,Credit Card,Online,,0,0,25/05/2024 10:57
4428,717,15,1,2.61,Credit Card,Online,,0,0,27/05/2024 12:28
7747,154,15,1,6.15,Credit Card,Online,,0,0,27/05/2024 15:38
3276,680,15,1,3.24,Credit Card,Online,,0,0,27/05/2024 16:31
6448,141,15,1,5.03,Credit Card,Online,,0,0,27/05/2024 13:00
1854,377,15,1,4.03,Credit Card,Online,,0,0,28/05/2024 11:49
7892,155,15,1,7.19,Credit Card,Online,,0,0,28/05/2024 13:25
6846,181,15,1,3.59,Credit Card,Online,,0,0,28/05/2024 13:12
603,195,15,1,3.01,Credit Card,Online,,0,0,29/05/2024 15:41
7923,515,15,1,6,Credit Card,Online,,0,0,29/05/2024 16:32
9359,390,15,1,5.48,Credit Card,Online,,0,0,30/05/2024 13:04
9467,301,15,1,3.88,Credit Card,Online,,0,0,31/05/2024 15:24
4762,217,15,1,6.25,Credit Card,Online,,0,0,01/06/2024 9:26
2491,354,15,1,8.28,Credit Card,Online,,0,0,01/06/2024 13:35
9835,623,15,1,5.09,Credit Card,Online,,0,0,02/06/2024 12:31
2464,246,15,1,7.1,Credit Card,Online,,0,0,05/06/2024 9:48
805,544,15,1,4.23,Credit Card,Online,,0,0,05/06/2024 9:12
604,691,15,1,3.25,Credit Card,Online,,0,0,07/06/2024 11:14
3528,412,15,1,3.05,Credit Card,Online,,0,0,08/06/2024 9:14
4998,478,15,1,3.69,Credit Card,Online,,0,0,08/06/2024 12:30
9863,503,15,1,6.93,Credit Card,Online,,0,0,09/06/2024 16:27
4446,269,15,1,5.63,Credit Card,Online,,0,0,09/06/2024 15:49
6762,493,15,1,4.32,Credit Card,Online,,0,0,09/06/2024 13:41
4521,191,15,1,4.1,Credit Card,Online,,0,0,10/06/2024 11:30
4242,404,15,1,4,Credit Card,Online,,0,0,10/06/2024 16:21
3875,522,15,1,3.72,Credit Card,Online,,0,0,10/06/2024 9:28
2756,167,15,1,3.3,Credit Card,Online,,0,0,11/06/2024 12:26
478,316,15,1,4.86,Credit Card,Online,,0,0,11/06/2024 9:19
1831,345,15,1,5.77,Credit Card,Online,,0,0,11/06/2024 10:48
257,101,15,1,8.49,Credit Card,Online,,0,0,13/06/2024 15:48
4475,115,15,1,4.95,Credit Card,Online,,0,0,15/06/2024 14:23
5957,715,15,1,4.26,Credit Card,Online,,0,0,15/06/2024 15:11
3144,154,15,1,3.47,Credit Card,Online,,0,0,16/06/2024 15:58
8251,427,15,1,6.07,Credit Card,Online,,0,0,17/06/2024 9:35
701,488,15,1,5.14,Credit Card,Online,,0,0,17/06/2024 11:24
2938,404,15,1,2.53,Credit Card,Online,,0,0,18/06/2024 12:50
1536,442,15,1,6.28,Credit Card,Online,,0,0,18/06/2024 16:59
3079,596,15,1,2.41,Credit Card,Online,,0,0,19/06/2024 13:24
4748,471,15,1,3.86,Credit Card,Online,,0,0,21/06/2024 14:22
7027,116,15,1,8.63,Credit Card,Online,,0,0,22/06/2024 16:02
882,323,15,1,7.42,Credit Card,Online,,0,0,22/06/2024 9:56
2242,201,15,1,5.18,Credit Card,Online,,0,0,22/06/2024 12:03
7785,521,15,1,7.13,Credit Card,Online,,0,0,22/06/2024 9:32
9813,274,15,1,3.65,Credit Card,Online,,0,0,23/06/2024 10:01
4900,229,15,1,4.23,Credit Card,Online,,0,0,25/06/2024 16:42
4952,566,15,1,5.01,Credit Card,Online,,0,0,25/06/2024 13:17
9865,204,15,1,4.44,Credit Card,Online,,0,0,26/06/2024 14:03
10358,415,15,1,8.87,Credit Card,Online,,0,0,26/06/2024 9:38
2105,334,15,1,5.16,Credit Card,Online,,0,0,27/06/2024 12:03
6819,497,15,1,3.92,Credit Card,Online,,0,0,27/06/2024 13:48
1383,129,15,1,4.45,Credit Card,Online,,0,0,29/06/2024 16:51
1615,361,15,1,6.93,Credit Card,Online,,0,0,30/06/2024 12:21
6356,157,15,1,5.32,Credit Card,Online,,0,0,30/06/2024 10:18
192,620,15,1,3.19,Mobile Pay,Online,,0,0,02/12/2023 15:29
6160,450,15,1,7.55,Mobile Pay,Online,,0,0,02/12/2023 12:41
1146,226,15,1,5.03,Mobile Pay,Online,,0,0,03/12/2023 16:39
5423,327,15,1,4.97,Mobile Pay,Online,,0,0,03/12/2023 10:54
7638,298,15,1,6.09,Mobile Pay,Online,,0,0,04/12/2023 12:44
3800,336,15,1,4.71,Mobile Pay,Online,,0,0,04/12/2023 9:17
7499,488,15,1,5.47,Mobile Pay,Online,,0,0,04/12/2023 14:26
989,576,15,1,2.13,Mobile Pay,Online,,0,0,05/12/2023 12:34
1816,355,15,1,4.25,Mobile Pay,Online,,0,0,05/12/2023 16:31
2911,510,15,1,4.88,Mobile Pay,Online,,0,0,06/12/2023 10:10
5399,594,15,1,4.82,Mobile Pay,Online,,0,0,06/12/2023 14:16
6782,374,15,1,4.23,Mobile Pay,Online,,0,0,07/12/2023 12:02
7849,131,15,1,3.1,Mobile Pay,Online,,0,0,09/12/2023 13:37
4200,599,15,1,6.94,Mobile Pay,Online,,0,0,09/12/2023 11:01
1121,627,15,1,2.18,Mobile Pay,Online,,0,0,09/12/2023 13:23
8846,431,15,1,6.2,Mobile Pay,Online,,0,0,10/12/2023 11:54
4597,445,15,1,2.77,Mobile Pay,Online,,0,0,10/12/2023 9:11
3330,150,15,1,1.82,Mobile Pay,Online,,0,0,11/12/2023 14:18
5325,352,15,1,7.02,Mobile Pay,Online,,0,0,11/12/2023 11:47
8392,449,15,1,3.15,Mobile Pay,Online,,0,0,12/12/2023 14:17
365,456,15,1,6.04,Mobile Pay,Online,,0,0,12/12/2023 10:51
1208,142,15,1,3.28,Mobile Pay,Online,,0,0,13/12/2023 15:55
10352,589,15,1,3.05,Mobile Pay,Online,,0,0,13/12/2023 16:35
5943,411,15,1,3.16,Mobile Pay,Online,,0,0,14/12/2023 9:54
4077,517,15,1,2,Mobile Pay,Online,,0,0,15/12/2023 10:39
9336,687,15,1,4.07,Mobile Pay,Online,,0,0,15/12/2023 13:40
57,547,15,1,3.3,Mobile Pay,Online,,0,0,18/12/2023 14:37
2329,531,15,1,5.5,Mobile Pay,Online,,0,0,18/12/2023 12:20
107,313,15,1,3.93,Mobile Pay,Online,,0,0,19/12/2023 13:02
5230,228,15,1,2.64,Mobile Pay,Online,,0,0,19/12/2023 12:41
2499,457,15,1,5.9,Mobile Pay,Online,,0,0,19/12/2023 16:49
787,252,15,1,2.08,Mobile Pay,Online,,0,0,20/12/2023 16:04
1254,698,15,1,3.71,Mobile Pay,Online,,0,0,20/12/2023 9:53
1071,688,15,1,5.51,Mobile Pay,Online,,0,0,21/12/2023 15:35
9270,228,15,1,5.21,Mobile Pay,Online,,0,0,23/12/2023 15:51
3565,261,15,1,5.25,Mobile Pay,Online,,0,0,23/12/2023 11:08
4000,307,15,1,3.07,Mobile Pay,Online,,0,0,24/12/2023 11:59
8785,563,15,1,2.61,Mobile Pay,Online,,0,0,25/12/2023 11:07
6715,612,15,1,6.03,Mobile Pay,Online,,0,0,25/12/2023 10:57
4648,409,15,1,6.26,Mobile Pay,Online,,0,0,26/12/2023 14:25
7559,335,15,1,4.62,Mobile Pay,Online,,0,0,27/12/2023 16:07
6321,472,15,1,5.6,Mobile Pay,Online,,0,0,27/12/2023 14:20
9250,493,15,1,5.41,Mobile Pay,Online,,0,0,27/12/2023 10:15
7689,135,15,1,3.68,Mobile Pay,Online,,0,0,28/12/2023 10:18
469,103,15,1,4.89,Mobile Pay,Online,,0,0,29/12/2023 13:19
3246,717,15,1,5.4,Mobile Pay,Online,,0,0,30/12/2023 13:24
